-2.469755701913074475e+00,7.101430458526214906e+00,0.000000000000000000e+00
-1.211186198229550648e+00,7.941200782144994363e+00,0.000000000000000000e+00
-1.665139828282065526e+00,6.673219238572901446e+00,0.000000000000000000e+00
-2.447111230589840147e+00,7.592577092449749543e+00,0.000000000000000000e+00
-2.412507081024160005e+00,6.310471488105245719e+00,0.000000000000000000e+00
-4.530033814125623337e+00,6.842213243313322479e+00,0.000000000000000000e+00
-2.705214822066195790e+00,7.484524455600103821e+00,0.000000000000000000e+00
-2.439301952430249720e+00,6.272682891635984248e+00,0.000000000000000000e+00
-3.637637819901415881e+00,7.025992803680096266e+00,0.000000000000000000e+00
-1.061497111902780954e+00,9.422295441949763983e+00,0.000000000000000000e+00
-2.787495366288060161e+00,6.614358693073462803e+00,0.000000000000000000e+00
-4.735200602943171688e+00,7.503850729602852709e+00,0.000000000000000000e+00
-1.216909121730620491e+00,9.214733888541152496e+00,0.000000000000000000e+00
-1.924270361380678196e+00,7.353337913594714337e+00,0.000000000000000000e+00
-3.685892742032879088e+00,9.360142877000448891e+00,0.000000000000000000e+00
-1.346309354240416312e+00,7.665777651969137629e+00,0.000000000000000000e+00
-3.243553339147904779e+00,8.175008757388372516e+00,0.000000000000000000e+00
-3.377122508098148401e+00,6.046975528305045700e+00,0.000000000000000000e+00
-4.723743777793687926e+00,7.005230502199760068e+00,0.000000000000000000e+00
-9.836326135910002932e-01,8.688435353111707116e+00,0.000000000000000000e+00
-2.676003955170696003e-01,7.625079038103043771e+00,0.000000000000000000e+00
-1.893818394968490360e+00,9.996782707363600196e+00,0.000000000000000000e+00
-1.031511353477512216e-01,8.647536532156607336e+00,0.000000000000000000e+00
-2.653487820226155591e+00,6.222668797619620662e+00,0.000000000000000000e+00
-4.086897350504406390e+00,9.251783921803056643e+00,0.000000000000000000e+00
-4.210229920102017687e-01,9.223998003760046416e+00,0.000000000000000000e+00
-1.734375093349386887e+00,9.696357721458351620e+00,0.000000000000000000e+00
-3.495524617452660188e+00,8.488375291621261809e+00,0.000000000000000000e+00
-3.240430238483520853e+00,7.798937638977577080e+00,0.000000000000000000e+00
-1.179434174172135474e+00,8.817940899533063259e+00,0.000000000000000000e+00
-1.898312562639842938e+00,8.143002104048637335e+00,0.000000000000000000e+00
-2.228032767823879823e-01,7.752340344752742141e+00,0.000000000000000000e+00
-2.327521378796860496e+00,8.190231542339414972e+00,0.000000000000000000e+00
-3.430621567961317897e+00,7.140852181833020396e+00,0.000000000000000000e+00
-7.401156078084776269e-01,8.895639866763007220e+00,0.000000000000000000e+00
-3.553958564075637039e+00,7.924895286492244395e+00,0.000000000000000000e+00
-1.192360903770476988e+00,6.751874474815213745e+00,0.000000000000000000e+00
-3.317021513980553671e+00,7.128806809227736352e+00,0.000000000000000000e+00
-3.563840334862637960e+00,8.122918924325398748e+00,0.000000000000000000e+00
-3.484015432683102542e+00,9.915609547663647660e+00,0.000000000000000000e+00
-4.042710989177234815e+00,9.700687481769399767e+00,0.000000000000000000e+00
-1.357981721193501912e-01,7.421128453430696936e+00,0.000000000000000000e+00
-4.475004844663160952e+00,8.882521476876913624e+00,0.000000000000000000e+00
-4.852362126886393234e+00,9.329313358645585197e+00,0.000000000000000000e+00
-1.331398477641343447e+00,6.576342492307860610e+00,0.000000000000000000e+00
-2.764450356576364953e+00,9.603963559147263851e+00,0.000000000000000000e+00
-4.329469911060567000e+00,7.934472774414631502e+00,0.000000000000000000e+00
-3.998993271766604352e+00,7.452350047597452232e+00,0.000000000000000000e+00
-1.493266762316816099e-01,9.098745011368729152e+00,0.000000000000000000e+00
-1.273371971039869877e+00,6.616920011207848340e+00,0.000000000000000000e+00
-1.781995943860550380e+00,9.198582411170349360e+00,0.000000000000000000e+00
-2.501186239816822088e+00,9.535236528106169729e+00,0.000000000000000000e+00
-3.858397946612510676e+00,6.579267569405659266e+00,0.000000000000000000e+00
-6.471544724982498664e-01,7.541846535533945683e+00,0.000000000000000000e+00
-1.494577298449927927e+00,7.286383533854673189e+00,0.000000000000000000e+00
-3.986633852190217819e+00,7.400526712031345156e+00,0.000000000000000000e+00
-3.962855096769310581e+00,7.453011237969098701e+00,0.000000000000000000e+00
-4.052980489519416807e+00,7.651203558585665476e+00,0.000000000000000000e+00
-2.980901360230460817e+00,7.219447246074707003e+00,0.000000000000000000e+00
-2.137275704778802243e+00,8.875250412084119134e+00,0.000000000000000000e+00
-2.357050259842814910e+00,9.140741260988640704e+00,0.000000000000000000e+00
-3.618621232185637471e+00,7.051923329291020615e+00,0.000000000000000000e+00
-4.712145780343871770e+00,7.742004294441665380e+00,0.000000000000000000e+00
-4.734271536290392213e+00,7.680515331651282196e+00,0.000000000000000000e+00
-3.558251099738315659e+00,7.196574220534489363e+00,0.000000000000000000e+00
-3.257280448840091491e+00,9.444949783178882896e+00,0.000000000000000000e+00
-1.137732134215007740e+00,8.453653474158839387e+00,0.000000000000000000e+00
-1.978550465768631472e+00,6.033736392402662574e+00,0.000000000000000000e+00
-4.712903415009516372e+00,9.621444011950718078e+00,0.000000000000000000e+00
-7.320054693881772323e-02,9.454725161452355309e+00,0.000000000000000000e+00
-2.994653182198653063e+00,8.860998204104376441e+00,0.000000000000000000e+00
-4.428966380285856985e+00,9.140968488552257298e+00,0.000000000000000000e+00
-1.335946170733528948e+00,9.503975263418178443e+00,0.000000000000000000e+00
-3.024565368672671895e+00,8.750726878337708570e+00,0.000000000000000000e+00
-2.446328479063628158e+00,8.255642724785461795e+00,0.000000000000000000e+00
-1.590167114202121645e+00,6.767974063086036551e+00,0.000000000000000000e+00
-2.804087422754472314e+00,9.050322015008259058e+00,0.000000000000000000e+00
-1.255456800102372483e-02,9.537525651458135911e+00,0.000000000000000000e+00
-4.348102957256014811e+00,9.221418613197037928e+00,0.000000000000000000e+00
-3.192132922925269511e+00,9.683942398705381649e+00,0.000000000000000000e+00
-4.376154628879365127e+00,7.554064876739305490e+00,0.000000000000000000e+00
-1.679863344098748712e+00,6.669200754900943551e+00,0.000000000000000000e+00
-1.127454827179589003e+00,6.438023781468629636e+00,0.000000000000000000e+00
-4.489960705872436897e+00,7.512274732194224036e+00,0.000000000000000000e+00
-2.778556678321566942e+00,7.061864634601099588e+00,0.000000000000000000e+00
-3.535304940125685302e+00,7.120798890698592842e+00,0.000000000000000000e+00
-2.986995024778806851e-01,9.999047508107578253e+00,0.000000000000000000e+00
-2.143582531737556529e+00,7.067882615527588896e+00,0.000000000000000000e+00
-1.591176924111361579e+00,7.288756361825917907e+00,0.000000000000000000e+00
-4.328694444036477407e+00,6.419583482890154791e+00,0.000000000000000000e+00
-4.129313254079791662e-01,9.391626300159449769e+00,0.000000000000000000e+00
-6.846366156462604380e-01,8.408684473974872731e+00,0.000000000000000000e+00
-2.229396770682820605e+00,6.537739836448709596e+00,0.000000000000000000e+00
-7.343168596165128292e-02,7.117463142739216764e+00,0.000000000000000000e+00
-2.122549280672547667e-02,8.316161259763275027e+00,0.000000000000000000e+00
-1.802972214383142813e-01,6.668962972913979215e+00,0.000000000000000000e+00
-1.093180361076719898e+00,7.778166497711820782e+00,0.000000000000000000e+00
-3.834392663857133510e+00,9.080534202514654041e+00,0.000000000000000000e+00
-1.663547246985340955e+00,6.922747528504980430e+00,0.000000000000000000e+00
-1.776483448061496162e+00,7.759684043000403264e+00,0.000000000000000000e+00
2.824773788032506339e+00,2.453070286771608099e-02,1.000000000000000000e+00
2.969341301963344559e+00,2.052683714782259194e+00,1.000000000000000000e+00
3.553651464824996165e+00,2.041162344836988662e-01,1.000000000000000000e+00
4.835350187761944696e+00,2.915955610141401699e+00,1.000000000000000000e+00
1.539111145377097811e+00,5.700303889058533358e-01,1.000000000000000000e+00
1.814838658158047124e+00,2.267431233551297609e+00,1.000000000000000000e+00
9.702765706971461235e-01,3.704541309733736298e+00,1.000000000000000000e+00
3.949600980496310143e+00,4.327182533969915923e+00,1.000000000000000000e+00
1.347336108342606087e+00,4.744995727076880776e+00,1.000000000000000000e+00
3.151148951149935762e+00,2.511256977924675837e+00,1.000000000000000000e+00
